project,log_name,analysis_file,analysis_link,run_type,target,users,uses_table_from_file,population_nodes,uses_dummy_tables_flag,nextgen_tomw2_exit_code,nextgen_tomw2_overall_sec,nextgen_tomw3_exit_code,nextgen_tomw3_overall_sec,legacy_exit_code,legacy_overall_sec,nextgen_exit_code,nextgen_overall_sec,nextgen_old_exit_code,nextgen_old_overall_sec,legacy_batch0_found,legacy_batch0_raw_sec,legacy_batch0_populate_sec,legacy_batch0_engine_sec,legacy_batch0_accumulate_sec,legacy_batch0_total_sec,legacy_batch0_dps,nextgen_batch_improvement,found_diff_pct,tomw_improvements_batch0,tomw_improvements_batch1,tomw2_found_improvement,tomw3_improvements_batch0,tomw3_improvements_batch1,nextgen_batch0_found,nextgen_batch0_raw_sec,nextgen_batch0_populate_sec,nextgen_batch0_engine_sec,nextgen_batch0_accumulate_sec,nextgen_batch0_total_sec,nextgen_batch0_dps,nextgen_batch1_found,nextgen_batch1_raw_sec,nextgen_batch1_populate_sec,nextgen_batch1_engine_sec,nextgen_batch1_accumulate_sec,nextgen_batch1_total_sec,nextgen_batch1_dps,nextgen_tomw2_batch0_found,nextgen_tomw2_batch0_raw_sec,nextgen_tomw2_batch0_populate_sec,nextgen_tomw2_batch0_engine_sec,nextgen_tomw2_batch0_accumulate_sec,nextgen_tomw2_batch0_total_sec,nextgen_tomw2_batch0_dps,nextgen_tomw2_batch1_found,nextgen_tomw2_batch1_raw_sec,nextgen_tomw2_batch1_populate_sec,nextgen_tomw2_batch1_engine_sec,nextgen_tomw2_batch1_accumulate_sec,nextgen_tomw2_batch1_total_sec,nextgen_tomw2_batch1_dps,nextgen_tomw3_batch0_found,nextgen_tomw3_batch0_raw_sec,nextgen_tomw3_batch0_populate_sec,nextgen_tomw3_batch0_engine_sec,nextgen_tomw3_batch0_accumulate_sec,nextgen_tomw3_batch0_total_sec,nextgen_tomw3_batch0_dps,nextgen_tomw3_batch1_found,nextgen_tomw3_batch1_raw_sec,nextgen_tomw3_batch1_populate_sec,nextgen_tomw3_batch1_engine_sec,nextgen_tomw3_batch1_accumulate_sec,nextgen_tomw3_batch1_total_sec,nextgen_tomw3_batch1_dps,nextgen_old_batch0_found,nextgen_old_batch0_raw_sec,nextgen_old_batch0_populate_sec,nextgen_old_batch0_engine_sec,nextgen_old_batch0_accumulate_sec,nextgen_old_batch0_total_sec,nextgen_old_batch0_dps,nextgen_old_batch1_found,nextgen_old_batch1_raw_sec,nextgen_old_batch1_populate_sec,nextgen_old_batch1_engine_sec,nextgen_old_batch1_accumulate_sec,nextgen_old_batch1_total_sec,nextgen_old_batch1_dps
winter-pressures-phase-II,generate_demograph_measures_subset2_2017-04-10.log,analysis/wp_measures.py,https://github.com/opensafely/winter-pressures-phase-II/blob/fe62ae148c9744edb173225dd86a29ae35a4210b/analysis/wp_measures.py,measure,100,Jaidip Gill,False,,False,0,5.23,0,5.23,0,0.41,0,11.25,0,13.3,28,0.18,0.02,2.38,0.21,0.41,67.66,1.0,197.22,44.56,38.83,0.05,11.04,-0.22,3998,0.84,0.02,2.15,2.53,5.54,722.04,4038,0.42,0.02,2.38,1.65,4.48,901.56,3998,0.78,0.02,3.81,2.4,7.02,569.66,4040,0.4,0.02,2.62,1.58,4.62,873.9,3999,0.79,0.02,1.67,2.44,4.93,811.86,4029,0.4,0.02,2.86,1.53,4.81,837.8,4022,1.62,0.07,1.67,6.62,9.99,402.7,4018,0.99,0.13,2.38,3.82,7.32,548.74
winter-pressures-phase-II,generate_demograph_measures_all_2020-04-06.log,analysis/wp_measures.py,https://github.com/opensafely/winter-pressures-phase-II/blob/fe62ae148c9744edb173225dd86a29ae35a4210b/analysis/wp_measures.py,measure,100,Jaidip Gill,False,,False,0,6.44,0,5.95,0,0.41,0,14.0,0,15.64,39,0.18,0.02,3.1,0.21,0.41,95.72,-0.59,196.36,46.12,35.2,0.02,0.47,-0.26,4250,0.83,0.02,2.15,3.25,6.26,679.21,4225,0.43,0.02,2.62,2.13,5.2,811.73,4236,0.79,0.02,1.67,3.1,5.58,759.15,4226,0.41,0.02,2.15,2.07,4.65,908.65,4237,0.75,0.02,2.62,2.83,6.23,680.31,4214,0.37,0.02,2.38,1.93,4.71,895.37,4240,1.63,0.07,1.67,8.24,11.61,365.11,4265,0.85,0.15,2.38,4.65,8.03,530.97
winter-pressures-phase-II,generate_practice_measures_all_2025-03-31.log,analysis/wp_measures.py,https://github.com/opensafely/winter-pressures-phase-II/blob/fe62ae148c9744edb173225dd86a29ae35a4210b/analysis/wp_measures.py,measure,100,Jaidip Gill,False,,False,0,5.91,0,5.6,0,0.59,0,12.92,0,14.17,814,0.18,0.02,2.86,0.39,0.59,1385.63,-0.39,142.56,40.78,26.88,-0.02,18.04,-0.17,4855,0.84,0.02,3.1,2.79,6.74,719.88,4836,0.41,0.02,3.34,1.9,5.67,853.11,4858,0.79,0.02,4.77,2.73,8.3,585.1,4835,0.42,0.02,2.38,1.9,4.73,1022.11,4844,0.77,0.02,2.15,2.59,5.53,876.32,4828,0.39,0.02,2.15,1.79,4.35,1110.44,4872,1.47,0.07,2.38,7.46,11.39,427.83,4858,0.88,0.04,2.62,4.21,7.75,626.63
disease_incidence,measures_dataset_epilepsy_2016.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.73,0,5.36,0,1.97,0,13.73,0,12.13,1111,0.56,0.15,4.29,1.26,1.97,562.98,0.0,127.28,43.23,43.57,0.0,0.5,0.0,5000,1.59,0.07,1.67,1.77,5.11,978.74,5000,0.85,0.21,2.15,1.57,4.77,1048.96,5000,1.51,0.09,1.67,1.56,4.82,1037.0,5000,0.94,0.07,1.91,1.49,4.41,1133.13,5000,1.41,0.06,2.15,1.47,5.08,983.66,5000,0.93,0.06,3.34,1.36,5.69,878.87,5000,3.28,0.19,2.15,3.38,9.0,555.65,5000,1.93,0.11,3.34,3.07,8.45,591.91
disease_incidence,measures_dataset_atopic_dermatitis_2024.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.17,0,5.31,0,1.91,0,11.97,0,10.07,1114,0.56,0.2,4.53,1.15,1.91,583.53,0.0,127.12,32.9,20.31,0.0,-4.2,0.0,5000,1.46,0.06,1.91,1.46,4.89,1022.25,5000,0.76,0.18,2.86,1.34,5.14,973.65,5000,1.38,0.06,1.67,1.39,4.5,1110.15,5000,0.89,0.06,2.62,1.31,4.89,1023.34,5000,1.41,0.06,2.15,1.48,5.1,981.02,5000,0.85,0.06,2.62,1.37,4.91,1018.1,5000,2.86,0.15,1.43,2.84,7.29,685.96,5000,1.47,0.1,2.38,2.49,6.44,775.92
disease_incidence,measures_dataset_depression_2021.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.26,0,6.05,0,1.78,0,12.11,0,10.46,1114,0.51,0.13,1.67,1.14,1.78,625.38,0.0,127.12,39.29,18.55,0.0,-58.43,0.0,5000,1.45,0.07,1.67,1.53,4.71,1061.92,5000,0.77,0.18,2.86,1.37,5.18,964.39,5000,1.41,0.06,1.43,1.44,4.34,1151.43,5000,0.87,0.06,3.1,1.35,5.38,929.88,5000,1.55,0.08,4.05,1.77,7.46,670.28,5000,0.97,0.07,4.53,1.53,7.09,704.83,5000,2.99,0.17,1.67,2.93,7.76,644.65,5000,1.52,0.1,2.15,2.6,6.37,785.45
disease_incidence,measures_dataset_atopic_dermatitis_2023.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.18,0,5.68,0,1.76,0,11.9,0,10.54,1109,0.53,0.13,3.58,1.1,1.76,631.86,0.0,127.39,33.74,36.75,0.0,-16.77,0.0,5000,1.41,0.07,2.15,1.49,5.11,978.35,5000,0.77,0.18,2.38,1.37,4.7,1063.54,5000,1.38,0.07,3.1,1.42,5.97,837.37,5000,0.87,0.06,3.81,1.31,6.06,825.02,5000,1.5,0.07,2.86,1.53,5.97,837.81,5000,0.98,0.08,3.58,1.45,6.08,822.32,5000,2.92,0.16,1.67,2.97,7.71,648.23,5000,1.64,0.11,3.1,2.58,7.43,672.63
disease_incidence,measures_dataset_osteoporosis_2021.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.25,0,5.19,0,1.82,0,12.37,0,10.49,1114,0.53,0.15,2.86,1.14,1.82,613.6,0.0,127.12,36.74,27.48,0.0,3.12,0.0,5000,1.46,0.07,1.91,1.5,4.94,1013.16,5000,0.8,0.18,2.38,1.41,4.78,1045.35,5000,1.39,0.07,3.34,1.46,6.26,799.28,5000,0.87,0.07,4.29,1.32,6.56,762.7,5000,1.36,0.06,1.91,1.44,4.78,1045.82,5000,0.85,0.06,2.38,1.34,4.63,1078.81,5000,2.94,0.17,1.67,3.02,7.8,640.9,5000,1.53,0.1,2.38,2.57,6.6,758.13
disease_incidence,measures_dataset_epilepsy_2018.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.78,0,5.49,0,2.01,0,12.7,0,11.27,1108,0.57,0.17,5.01,1.27,2.01,550.53,0.0,127.44,43.92,25.96,0.0,-22.2,0.0,5000,1.5,0.07,1.67,1.59,4.82,1036.48,5000,0.81,0.18,3.34,1.41,5.74,871.31,5000,1.52,0.07,2.15,1.57,5.31,942.01,5000,0.98,0.08,4.53,1.48,7.07,707.29,5000,1.44,0.06,2.86,1.53,5.89,848.21,5000,0.91,0.07,3.58,1.4,5.96,838.59,5000,3.03,0.17,2.15,3.26,8.6,581.26,5000,1.72,0.12,3.1,2.81,7.75,645.16
disease_incidence,measures_dataset_crohns_disease_2021.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.41,0,5.38,0,1.78,0,12.34,0,10.69,1114,0.53,0.13,2.38,1.12,1.78,625.17,0.0,127.12,41.27,36.12,0.0,-26.16,0.0,5000,1.49,0.08,1.67,1.55,4.78,1045.62,5000,0.78,0.18,1.91,1.4,4.27,1170.15,5000,1.45,0.06,2.15,1.46,5.12,976.02,5000,0.92,0.06,4.05,1.38,6.41,779.66,5000,1.39,0.07,3.1,1.47,6.03,828.81,5000,0.91,0.06,3.58,1.4,5.95,840.38,5000,3.04,0.15,1.91,3.04,8.14,614.05,5000,1.57,0.1,2.38,2.63,6.69,747.55
disease_incidence,measures_dataset_dementia_2021.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.31,0,5.37,0,2.02,0,12.62,0,11.2,1114,0.52,0.2,2.38,1.3,2.02,552.12,0.0,127.12,34.49,26.25,0.0,14.31,0.0,5000,1.5,0.11,2.62,1.68,5.91,845.31,5000,0.81,0.18,3.81,1.42,6.24,801.92,5000,1.39,0.06,2.62,1.45,5.53,904.45,5000,0.89,0.07,3.34,1.37,5.66,882.62,5000,1.41,0.07,2.15,1.44,5.07,986.46,5000,0.9,0.06,2.15,1.41,4.52,1105.31,5000,3.16,0.17,2.62,3.08,9.03,553.8,5000,1.68,0.15,3.81,2.81,8.45,591.41
disease_incidence,measures_dataset_atopic_dermatitis_2018.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.57,0,5.27,0,1.89,0,13.08,0,11.33,1108,0.57,0.14,2.62,1.18,1.89,586.38,0.0,127.44,28.24,17.86,0.0,-3.38,0.0,5000,1.52,0.07,2.86,1.58,6.03,828.98,5000,0.79,0.27,3.58,1.55,6.19,807.48,5000,1.43,0.07,2.86,1.49,5.85,854.55,5000,0.98,0.07,4.77,1.45,7.27,687.47,5000,1.37,0.06,3.34,1.47,6.24,801.89,5000,0.85,0.06,3.81,1.39,6.11,817.69,5000,3.04,0.18,1.91,3.27,8.41,594.88,5000,1.72,0.11,2.86,2.84,7.54,663.28
disease_incidence,measures_dataset_coeliac_2021.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.27,0,5.85,0,1.69,0,11.9,0,10.33,1114,0.51,0.13,3.1,1.05,1.69,658.75,0.0,127.12,49.78,37.38,0.0,-11.33,0.0,5000,1.39,0.07,1.67,1.44,4.56,1095.67,5000,0.78,0.2,2.62,1.4,5.01,998.15,5000,1.42,0.06,2.86,1.45,5.79,864.16,5000,0.88,0.06,3.34,1.34,5.62,890.41,5000,1.51,0.08,1.91,1.58,5.08,984.19,5000,1.0,0.07,2.62,1.54,5.23,956.31,5000,2.91,0.16,3.1,2.92,9.09,550.25,5000,1.57,0.11,3.81,2.51,8.0,625.05
disease_incidence,measures_dataset_rheumatoid_2020.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.24,0,5.22,0,1.73,0,12.65,0,11.24,1116,0.52,0.13,4.05,1.08,1.73,646.23,0.0,127.01,32.28,38.88,0.0,19.94,0.0,5000,1.46,0.07,2.62,1.5,5.66,882.68,5000,0.83,0.19,2.38,1.46,4.86,1028.15,5000,1.4,0.06,3.58,1.42,6.46,774.23,5000,0.88,0.07,3.1,1.34,5.39,928.03,5000,1.38,0.06,1.67,1.42,4.54,1102.51,5000,0.86,0.06,2.62,1.36,4.91,1018.84,5000,3.13,0.16,1.91,3.17,8.37,597.71,5000,1.7,0.11,3.34,2.81,7.96,628.41
disease_incidence,measures_dataset_atopic_dermatitis_2016.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.86,0,5.56,0,1.88,0,13.14,0,13.06,1111,0.55,0.14,3.58,1.18,1.88,592.49,0.0,127.28,38.83,28.38,0.0,32.09,0.0,5000,1.58,0.09,3.34,1.55,6.56,762.64,5000,0.85,0.19,4.29,1.5,6.84,731.34,5000,1.57,0.09,3.81,1.6,7.07,706.98,5000,0.95,0.07,5.48,1.51,8.01,624.04,5000,1.44,0.06,1.43,1.52,4.45,1123.01,5000,0.94,0.08,2.62,1.44,5.09,982.69,5000,3.48,0.23,3.34,3.67,10.72,466.52,5000,1.94,0.13,4.05,3.43,9.55,523.81
disease_incidence,measures_dataset_epilepsy_2024.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.24,0,5.46,0,1.77,0,11.88,0,10.44,1114,0.53,0.13,3.1,1.1,1.77,628.9,0.0,127.12,32.9,24.52,0.0,11.46,0.0,5000,1.4,0.07,2.62,1.46,5.55,900.27,5000,0.77,0.18,3.34,1.37,5.65,884.18,5000,1.37,0.06,3.58,1.43,6.44,776.19,5000,0.88,0.07,3.1,1.36,5.41,924.04,5000,1.44,0.06,1.91,1.51,4.92,1016.75,5000,0.9,0.07,2.62,1.4,5.0,1000.6,5000,3.0,0.19,2.15,2.94,8.28,604.09,5000,1.53,0.1,3.34,2.52,7.49,667.34
disease_incidence,measures_dataset_copd_2020.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.51,0,5.25,0,1.9,0,12.21,0,11.35,1116,0.52,0.16,2.38,1.22,1.9,588.17,0.0,127.01,44.41,24.33,0.0,7.51,0.0,5000,1.46,0.07,1.67,1.48,4.67,1070.3,5000,0.77,0.17,3.34,1.42,5.7,876.67,5000,1.46,0.09,1.67,1.51,4.73,1057.65,5000,0.91,0.07,2.62,1.41,5.01,998.25,5000,1.4,0.06,1.43,1.43,4.32,1157.24,5000,0.86,0.06,2.62,1.37,4.91,1017.44,5000,3.15,0.16,1.91,3.19,8.4,594.96,5000,1.76,0.11,2.86,2.81,7.54,663.35
disease_incidence,measures_dataset_epilepsy_2023.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.3,0,5.52,0,1.75,0,12.06,0,10.32,1109,0.52,0.13,2.62,1.1,1.75,631.92,0.0,127.39,44.65,31.09,0.0,-6.11,0.0,5000,1.4,0.06,1.91,1.52,4.89,1022.28,5000,0.8,0.18,2.15,1.41,4.53,1104.07,5000,1.38,0.06,1.67,1.47,4.58,1092.01,5000,0.9,0.06,2.62,1.37,4.95,1009.79,5000,1.45,0.08,2.15,1.52,5.19,963.43,5000,0.92,0.07,2.38,1.41,4.78,1045.08,5000,2.9,0.16,2.86,2.91,8.84,565.88,5000,1.51,0.11,2.38,2.57,6.57,760.81
disease_incidence,measures_dataset_psoriasis_2017.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.77,0,5.66,0,1.9,0,12.59,0,11.55,1110,0.55,0.15,3.58,1.2,1.9,582.83,0.0,127.33,31.93,34.1,0.0,3.6,0.0,5000,1.46,0.07,2.62,1.52,5.67,881.09,5000,0.83,0.18,2.38,1.44,4.84,1032.54,5000,1.51,0.09,4.29,1.53,7.42,674.28,5000,0.99,0.09,6.44,1.48,8.99,555.91,5000,1.49,0.07,2.38,1.53,5.47,913.95,5000,0.96,0.07,3.81,1.47,6.31,792.19,5000,3.29,0.18,1.67,3.2,8.34,599.77,5000,1.8,0.13,2.62,2.8,7.35,680.44
disease_incidence,measures_dataset_multiple_sclerosis_2021.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.26,0,5.32,0,1.8,0,12.49,0,10.41,1114,0.54,0.15,2.15,1.11,1.8,620.44,0.0,127.12,16.96,28.31,0.0,24.07,0.0,5000,1.48,0.07,3.34,1.48,6.36,786.08,5000,0.81,0.21,2.62,1.47,5.11,978.94,5000,1.39,0.06,2.15,1.42,5.02,996.12,5000,0.88,0.06,2.86,1.37,5.18,965.27,5000,1.41,0.07,1.91,1.45,4.83,1035.27,5000,0.88,0.06,2.38,1.39,4.72,1059.99,5000,2.87,0.15,1.67,2.97,7.66,652.8,5000,1.59,0.1,2.86,2.58,7.13,701.75
disease_incidence,measures_dataset_ckd_2023.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.42,0,5.53,0,1.86,0,12.09,0,10.43,1109,0.53,0.13,2.62,1.2,1.86,596.89,0.0,127.39,34.02,20.46,0.0,-11.84,0.0,5000,1.39,0.07,2.15,1.46,5.06,987.34,5000,0.8,0.23,2.62,1.46,5.11,978.24,5000,1.43,0.07,2.86,1.45,5.81,860.24,5000,0.96,0.06,3.58,1.38,5.98,836.61,5000,1.46,0.07,2.62,1.52,5.66,882.85,5000,0.92,0.07,3.81,1.42,6.23,803.13,5000,2.87,0.15,1.67,2.98,7.67,651.5,5000,1.55,0.1,2.15,2.63,6.43,778.13
disease_incidence,measures_dataset_asthma_2018.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.75,0,5.49,0,1.89,0,13.45,0,10.98,1108,0.56,0.15,2.62,1.19,1.89,585.99,0.0,127.44,31.28,-2.37,0.0,14.86,0.0,5000,1.59,0.07,1.91,1.69,5.27,949.16,5000,0.84,0.2,4.05,1.55,6.64,752.49,5000,1.5,0.07,2.15,1.62,5.34,936.55,5000,0.99,0.07,3.1,1.43,5.59,894.85,5000,1.46,0.07,1.43,1.53,4.49,1114.77,5000,0.89,0.06,3.58,1.4,5.94,841.85,5000,2.97,0.15,1.43,3.11,7.67,652.29,5000,1.66,0.11,1.91,2.82,6.49,770.34
disease_incidence,measures_dataset_chd_2016.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.7,0,5.72,0,1.97,0,13.86,0,12.11,1111,0.55,0.17,3.81,1.25,1.97,563.55,0.0,127.28,5.42,40.23,0.0,47.2,0.0,5000,1.64,0.1,5.25,1.7,8.68,575.71,5000,0.87,0.22,3.81,1.59,6.5,769.35,5000,1.5,0.07,2.15,1.54,5.26,951.31,5000,0.97,0.07,2.86,1.48,5.38,929.48,5000,1.5,0.07,1.43,1.59,4.59,1090.27,5000,0.94,0.07,5.48,1.47,7.97,627.58,5000,3.2,0.16,2.38,3.43,9.18,544.51,5000,1.89,0.12,5.72,3.14,10.87,459.86
disease_incidence,measures_dataset_ckd_2024.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.2,0,5.38,0,1.8,0,12.16,0,10.25,1114,0.53,0.14,2.38,1.12,1.8,620.47,0.0,127.12,31.12,-21.35,0.0,1.82,0.0,5000,1.47,0.08,2.15,1.53,5.22,957.81,5000,0.77,0.22,5.01,1.4,7.39,676.8,5000,1.37,0.06,1.67,1.43,4.54,1101.18,5000,0.86,0.07,2.15,1.33,4.41,1134.81,5000,1.42,0.06,2.15,1.49,5.13,975.52,5000,0.89,0.06,2.38,1.38,4.71,1060.69,5000,2.88,0.15,1.67,2.88,7.58,659.77,5000,1.52,0.1,1.91,2.55,6.09,821.32
disease_incidence,measures_dataset_pmr_2022.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.26,0,5.39,0,1.76,0,11.86,0,10.24,1111,0.52,0.13,2.62,1.1,1.76,631.64,0.0,127.28,44.46,25.33,0.0,-15.83,0.0,5000,1.44,0.07,1.67,1.46,4.64,1078.62,5000,0.77,0.18,3.1,1.35,5.39,927.04,5000,1.42,0.07,1.67,1.43,4.59,1090.42,5000,0.88,0.07,3.1,1.32,5.37,930.85,5000,1.42,0.07,2.38,1.5,5.37,931.21,5000,0.9,0.07,2.38,1.36,4.71,1061.15,5000,2.82,0.18,2.38,2.96,8.35,599.02,5000,1.53,0.11,3.1,2.49,7.22,692.2
disease_incidence,measures_dataset_dm_type2_2019.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.71,0,5.58,0,1.76,0,12.53,0,11.5,1115,0.52,0.13,2.86,1.11,1.76,633.33,0.0,127.06,33.25,49.91,0.0,13.51,0.0,5000,1.48,0.07,3.81,1.53,6.9,724.6,5000,0.79,0.18,1.91,1.45,4.32,1156.6,5000,1.52,0.08,3.1,1.56,6.26,798.52,5000,0.97,0.08,2.62,1.43,5.1,981.13,5000,1.4,0.06,2.86,1.64,5.97,837.83,5000,0.93,0.06,2.38,1.42,4.79,1043.23,5000,3.07,0.17,3.81,3.28,10.34,483.7,5000,1.74,0.14,3.81,2.94,8.63,579.37
disease_incidence,measures_dataset_depression_broad_2019.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.52,0,6.05,0,1.86,0,12.68,0,11.34,1115,0.53,0.14,3.34,1.19,1.86,600.31,0.0,127.06,45.53,34.9,0.0,-14.81,0.0,5000,1.48,0.07,1.91,1.58,5.04,992.35,5000,0.8,0.18,3.34,1.43,5.76,868.55,5000,1.43,0.06,3.58,1.47,6.53,765.43,5000,0.97,0.07,5.01,1.46,7.5,666.44,5000,1.56,0.07,2.38,1.77,5.78,864.31,5000,0.97,0.07,4.77,1.53,7.34,681.45,5000,3.28,0.16,2.62,3.19,9.25,540.51,5000,1.66,0.11,4.29,2.79,8.84,565.39
disease_incidence,measures_dataset_ulcerative_colitis_2016.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.73,0,5.56,0,1.91,0,13.54,0,12.01,1111,0.56,0.15,5.29,1.2,1.91,582.64,0.0,127.28,41.72,22.04,0.0,-30.18,0.0,5000,1.51,0.07,1.91,1.63,5.11,978.37,5000,0.87,0.27,2.86,1.55,5.55,900.15,5000,1.54,0.07,4.05,1.56,7.22,692.29,5000,0.96,0.07,3.34,1.45,5.82,859.3,5000,1.47,0.06,3.58,1.55,6.65,751.57,5000,0.9,0.09,3.34,1.43,5.76,868.78,5000,3.28,0.18,1.91,3.41,8.77,570.18,5000,1.81,0.12,2.15,3.05,7.13,701.74
disease_incidence,measures_dataset_chd_2018.log,analysis/dataset_definition_measures.py,https://github.com/opensafely/disease_incidence/blob/46fd470f59241bb67e90d6e79cbee55829b9f353/analysis/dataset_definition_measures.py,measure,1000,markdrussell,False,,False,0,5.76,0,5.5,0,1.96,0,13.85,0,11.36,1108,0.54,0.17,3.34,1.25,1.96,565.29,0.0,127.44,24.53,-29.65,0.0,12.17,0.0,5000,1.64,0.07,2.62,1.85,6.18,808.59,5000,0.88,0.23,6.44,1.6,9.16,546.09,5000,1.5,0.07,3.58,1.61,6.75,740.45,5000,0.95,0.08,4.05,1.47,6.56,762.25,5000,1.44,0.07,2.38,1.54,5.43,920.66,5000,0.91,0.07,3.58,1.4,5.96,839.02,5000,3.11,0.16,1.67,3.26,8.19,610.23,5000,1.7,0.11,2.38,2.87,7.06,707.99
