project,log_name,analysis_file,analysis_link,run_type,target,users,uses_table_from_file,population_nodes,uses_dummy_tables_flag,nextgen_tomw2_exit_code,nextgen_tomw2_overall_sec,nextgen_tomw3_exit_code,nextgen_tomw3_overall_sec,legacy_exit_code,legacy_overall_sec,nextgen_exit_code,nextgen_overall_sec,nextgen_old_exit_code,nextgen_old_overall_sec,legacy_batch0_found,legacy_batch0_raw_sec,legacy_batch0_populate_sec,legacy_batch0_engine_sec,legacy_batch0_accumulate_sec,legacy_batch0_total_sec,legacy_batch0_dps,nextgen_batch_improvement,found_diff_pct,tomw_improvements_batch0,tomw_improvements_batch1,tomw2_found_improvement,tomw3_improvements_batch0,tomw3_improvements_batch1,nextgen_batch0_found,nextgen_batch0_raw_sec,nextgen_batch0_populate_sec,nextgen_batch0_engine_sec,nextgen_batch0_accumulate_sec,nextgen_batch0_total_sec,nextgen_batch0_dps,nextgen_batch1_found,nextgen_batch1_raw_sec,nextgen_batch1_populate_sec,nextgen_batch1_engine_sec,nextgen_batch1_accumulate_sec,nextgen_batch1_total_sec,nextgen_batch1_dps,nextgen_tomw2_batch0_found,nextgen_tomw2_batch0_raw_sec,nextgen_tomw2_batch0_populate_sec,nextgen_tomw2_batch0_engine_sec,nextgen_tomw2_batch0_accumulate_sec,nextgen_tomw2_batch0_total_sec,nextgen_tomw2_batch0_dps,nextgen_tomw2_batch1_found,nextgen_tomw2_batch1_raw_sec,nextgen_tomw2_batch1_populate_sec,nextgen_tomw2_batch1_engine_sec,nextgen_tomw2_batch1_accumulate_sec,nextgen_tomw2_batch1_total_sec,nextgen_tomw2_batch1_dps,nextgen_tomw3_batch0_found,nextgen_tomw3_batch0_raw_sec,nextgen_tomw3_batch0_populate_sec,nextgen_tomw3_batch0_engine_sec,nextgen_tomw3_batch0_accumulate_sec,nextgen_tomw3_batch0_total_sec,nextgen_tomw3_batch0_dps,nextgen_tomw3_batch1_found,nextgen_tomw3_batch1_raw_sec,nextgen_tomw3_batch1_populate_sec,nextgen_tomw3_batch1_engine_sec,nextgen_tomw3_batch1_accumulate_sec,nextgen_tomw3_batch1_total_sec,nextgen_tomw3_batch1_dps,nextgen_old_batch0_found,nextgen_old_batch0_raw_sec,nextgen_old_batch0_populate_sec,nextgen_old_batch0_engine_sec,nextgen_old_batch0_accumulate_sec,nextgen_old_batch0_total_sec,nextgen_old_batch0_dps,nextgen_old_batch1_found,nextgen_old_batch1_raw_sec,nextgen_old_batch1_populate_sec,nextgen_old_batch1_engine_sec,nextgen_old_batch1_accumulate_sec,nextgen_old_batch1_total_sec,nextgen_old_batch1_dps
disparities-comparison,generate_dataset_infants_subgroup_s3_sensitive_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,127,False,0,13.74,0,9.42,0,3.38,0,25.47,0,27.69,0,1.14,0.31,2.62,1.93,3.38,0.0,11.11,,49.06,49.88,135.88,23.11,-12.94,153,3.16,0.27,3.1,2.33,8.86,17.26,170,2.18,0.16,2.86,2.41,7.62,22.31,156,3.27,0.14,2.15,2.21,7.76,20.1,401,3.7,0.5,5.25,3.77,13.22,30.33,140,3.1,0.12,1.67,1.92,6.81,20.55,148,2.05,0.13,4.29,1.93,8.4,17.61,153,10.81,0.43,2.15,4.01,17.4,8.79,200,7.64,0.46,3.1,4.01,15.2,13.15
disparities-comparison,generate_maternal_characteristics_s8_specific_primary.log,analysis/dataset_definition_mothers.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_mothers.py,dataset,10,Em Prestige,True,12,False,0,2.26,0,2.29,0,1.11,0,5.2,0,3.51,4813,0.14,0.01,2.86,0.95,1.11,4351.5,0.69,0.0,6.97,-15.75,-0.02,18.95,-0.04,4813,0.17,0.01,3.1,1.19,4.47,1076.54,4846,0.14,0.01,3.1,1.02,4.27,1134.44,4813,0.15,0.01,2.38,1.07,3.62,1329.57,4845,0.12,0.01,1.19,0.88,2.21,2194.43,4811,0.16,0.01,2.38,1.07,3.62,1327.75,4844,0.13,0.01,3.58,0.91,4.62,1048.47,4813,0.15,0.03,2.86,1.77,4.81,1001.54,4845,0.12,0.07,2.15,1.35,3.69,1312.82
disparities-comparison,generate_dataset_older_adults_s7_specific_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,86,False,0,10.74,0,6.75,0,2.42,0,22.86,0,24.04,26,0.76,0.19,3.1,1.47,2.42,10.76,29.82,147.21,52.55,44.22,304.5,22.19,-71.62,171,2.47,0.27,0.0,4.32,7.06,24.22,222,1.71,0.33,4.29,1.84,8.16,27.19,173,2.14,0.17,3.34,1.54,7.18,24.09,898,2.77,0.63,3.58,3.38,10.36,86.67,45,2.06,0.18,1.91,1.35,5.49,8.19,63,1.36,0.24,4.29,1.45,7.34,8.59,170,8.86,0.25,2.15,3.62,14.88,11.43,235,6.79,0.33,3.58,3.94,14.63,16.06
disparities-comparison,generate_dataset_infants_s7_specific_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,123,False,0,13.66,0,9.28,0,3.57,0,24.22,0,37.59,2,1.16,0.3,4.53,2.11,3.57,0.56,-0.45,198.21,67.43,49.08,96.39,29.15,-8.8,445,3.15,0.27,4.77,2.31,10.5,42.38,443,1.98,0.14,4.05,2.44,8.62,51.4,474,3.09,0.22,2.38,2.15,7.85,60.38,870,3.58,0.49,4.29,3.97,12.33,70.55,378,2.83,0.2,2.38,2.02,7.44,50.81,404,1.93,0.14,4.05,2.02,8.14,49.65,356,13.67,2.36,8.65,7.56,32.24,11.04,444,8.49,0.76,3.34,4.35,16.93,26.23
disparities-comparison,generate_flow_chart_data_mothers_s2.log,analysis/dataset_definition_flow_chart_mothers.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_flow_chart_mothers.py,dataset,10,Em Prestige,True,17,False,0,1.2,0,1.17,0,0.49,0,2.87,0,1.94,4619,0.12,0.02,4.05,0.36,0.49,9351.11,-22.99,0.0,33.24,9.82,-0.03,-6.7,-0.06,4619,0.24,0.02,2.38,0.38,3.02,1527.14,3557,0.2,0.02,2.62,0.39,3.23,1102.14,4617,0.24,0.02,3.1,0.37,3.73,1238.77,3556,0.2,0.01,3.1,0.35,3.66,970.8,4616,0.24,0.02,2.62,0.35,3.23,1430.32,3555,0.2,0.01,2.38,0.34,2.94,1208.35,4618,0.22,0.03,3.58,0.7,4.53,1019.33,3556,0.21,0.03,2.62,0.72,3.58,993.68
disparities-comparison,generate_dataset_infants_subgroup_s5_sensitive_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,127,False,0,13.8,0,9.5,0,3.26,0,25.96,0,27.71,0,1.13,0.27,3.81,1.86,3.26,0.0,14.91,,55.01,46.52,135.68,-2.04,-7.03,161,3.29,0.15,2.38,2.29,8.12,19.83,185,2.25,0.16,3.58,2.32,8.3,22.3,161,3.32,0.13,3.1,2.11,8.66,18.59,436,3.68,0.51,6.2,3.88,14.27,30.55,159,3.11,0.12,3.1,1.96,8.29,19.19,172,2.04,0.13,3.34,1.99,7.5,22.92,158,10.58,0.4,3.1,3.97,18.05,8.75,211,7.74,0.43,3.1,4.24,15.51,13.6
disparities-comparison,extract_household_information_s5.log,analysis/dataset_definition_household.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_household.py,dataset,10,Em Prestige,False,3,False,0,1.31,0,1.31,0,0.31,0,2.84,0,2.89,2441,0.11,0.0,1.91,0.2,0.31,7881.51,5.33,0.0,19.77,-59.15,0.0,26.83,0.0,2441,0.2,0.0,2.15,0.59,2.94,829.26,2571,0.18,0.0,3.81,0.46,4.45,577.38,2441,0.2,0.0,9.54,0.51,10.24,238.33,2571,0.18,0.0,2.86,0.43,3.47,741.82,2441,0.21,0.0,1.43,0.51,2.15,1133.32,2571,0.17,0.0,1.67,0.41,2.25,1142.43,2441,0.18,0.0,1.91,1.58,3.67,665.35,2571,0.19,0.0,1.67,0.94,2.8,918.93
disparities-comparison,generate_flow_chart_data_mothers_s5.log,analysis/dataset_definition_flow_chart_mothers.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_flow_chart_mothers.py,dataset,10,Em Prestige,True,17,False,0,1.2,0,1.14,0,0.5,0,2.98,0,1.87,4737,0.12,0.02,2.62,0.36,0.5,9497.05,-23.22,0.0,-18.89,-162.44,-0.08,18.24,-0.11,4737,0.26,0.02,3.81,0.42,4.52,1049.07,3637,0.2,0.02,7.39,0.4,8.01,453.92,4735,0.25,0.02,3.1,0.37,3.73,1269.84,3634,0.2,0.01,2.62,0.35,3.18,1142.37,4734,0.23,0.02,3.1,0.34,3.69,1282.3,3633,0.2,0.01,2.62,0.33,3.16,1148.89,4735,0.23,0.03,2.86,0.67,3.8,1246.68,3634,0.2,0.03,2.15,0.67,3.05,1190.28
disparities-comparison,generate_maternal_characteristics_s3_specific_primary.log,analysis/dataset_definition_mothers.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_mothers.py,dataset,10,Em Prestige,True,12,False,0,2.37,0,2.51,0,0.94,0,5.05,0,3.61,4614,0.13,0.01,2.62,0.8,0.94,4882.78,1.08,0.0,-22.65,36.73,0.0,2.45,-0.04,4614,0.16,0.02,5.48,1.1,6.76,682.22,4664,0.13,0.01,2.62,1.0,3.76,1240.15,4612,0.16,0.01,2.38,1.09,3.64,1265.6,4664,0.13,0.01,1.67,0.96,2.77,1682.51,4610,0.17,0.01,5.25,1.17,6.6,698.74,4662,0.14,0.01,1.91,1.0,3.06,1525.28,4612,0.16,0.03,3.58,1.75,5.51,836.37,4664,0.13,0.07,4.29,1.46,5.94,784.65
disparities-comparison,generate_dataset_children_and_adolescents_s7_specific_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,86,False,0,11.98,0,7.2,0,2.38,0,19.53,0,26.37,46,0.77,0.19,2.86,1.42,2.38,19.3,26.26,180.04,56.99,48.51,64.29,-0.8,-66.37,876,2.19,0.17,2.86,1.89,7.11,123.22,1106,1.58,0.26,4.53,1.88,8.25,134.04,881,2.16,0.16,1.67,1.9,5.89,149.57,1817,3.03,0.66,2.62,3.97,10.28,176.67,295,2.09,0.15,3.34,1.59,7.17,41.17,372,1.45,0.24,3.58,1.58,6.85,54.31,822,8.8,0.22,2.62,4.89,16.53,49.72,1014,7.2,0.38,3.81,4.62,16.02,63.28
disparities-comparison,generate_dataset_adults_s6_sensitive_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,86,False,0,11.98,0,7.57,0,2.49,0,21.83,0,25.96,35,0.8,0.18,3.58,1.51,2.49,14.06,22.85,173.78,55.83,51.81,144.21,23.7,-76.18,499,2.34,0.25,2.86,2.11,7.56,65.97,613,1.61,0.31,3.58,1.87,7.36,83.3,502,2.16,0.16,3.1,1.96,7.38,68.04,1497,2.95,0.67,6.2,3.98,13.8,108.47,126,2.1,0.18,1.91,1.59,5.77,21.83,146,1.45,0.25,3.34,1.88,6.92,21.11,432,8.76,0.24,2.86,5.27,17.13,25.22,580,6.62,0.34,3.81,4.5,15.27,37.98
disparities-comparison,generate_flow_chart_data_children_and_adolescents_s1.log,analysis/dataset_definition_flow_chart.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_flow_chart.py,dataset,10000,Em Prestige,False,39,False,0,4.77,0,6.3,0,0.67,0,11.18,0,23.82,667,0.23,0.02,3.1,0.41,0.67,1000.36,-0.23,140.7,60.03,56.45,-0.08,-22.93,-0.44,3832,1.22,0.07,3.1,1.71,6.1,627.91,3823,0.87,0.02,4.53,1.19,6.62,577.62,3822,1.17,0.06,3.1,1.58,5.91,646.35,3820,0.83,0.02,5.01,1.09,6.95,549.65,3826,1.11,0.06,3.58,2.76,7.5,510.0,3806,0.77,0.02,2.86,1.56,5.22,729.57,3777,6.08,0.07,2.38,6.74,15.27,247.36,3772,5.45,0.03,4.29,5.43,15.2,248.2
disparities-comparison,generate_flow_chart_data_adults_s2.log,analysis/dataset_definition_flow_chart.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_flow_chart.py,dataset,10000,Em Prestige,False,39,False,0,4.49,0,5.93,0,0.71,0,10.48,0,21.55,1198,0.22,0.02,2.38,0.46,0.71,1696.41,-1.22,82.23,59.59,56.75,0.49,-25.21,0.28,2871,1.17,0.1,3.58,1.52,6.37,450.68,2836,0.83,0.02,3.58,1.05,5.48,517.86,2870,1.14,0.05,3.58,1.46,6.23,460.71,2850,0.8,0.02,4.77,1.0,6.59,432.5,2877,1.11,0.06,4.29,2.52,7.98,360.7,2844,0.78,0.02,3.34,1.43,5.57,510.64,2855,6.45,0.07,3.34,5.91,15.76,181.12,2824,4.92,0.03,3.58,4.14,12.66,223.0
disparities-comparison,generate_dataset_adults_s7_specific_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,86,False,0,11.17,0,7.04,0,2.47,0,19.58,0,24.89,78,0.77,0.21,4.29,1.49,2.47,31.63,17.12,130.04,60.67,43.97,187.01,5.41,-70.53,368,2.28,0.18,1.91,1.76,6.12,60.1,431,1.59,0.32,3.58,1.87,7.35,58.63,373,2.13,0.18,1.91,1.61,5.83,63.98,1237,2.98,0.7,3.58,3.45,10.71,115.53,101,2.08,0.15,2.15,1.42,5.79,17.44,127,1.45,0.26,3.1,1.58,6.39,19.88,333,9.19,0.22,1.91,4.26,15.57,21.39,436,6.48,0.37,2.15,4.13,13.12,33.23
disparities-comparison,generate_dataset_older_adults_s2_specific_secondary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,86,False,0,11.79,0,7.31,0,2.51,0,20.49,0,23.85,6,0.85,0.23,2.86,1.44,2.51,2.39,33.91,194.15,51.64,53.19,173.57,25.74,-76.52,404,2.38,0.24,2.86,2.07,7.55,53.51,541,1.64,0.12,2.62,2.07,6.45,83.86,416,2.38,0.2,1.91,1.88,6.36,65.37,1480,2.84,0.5,5.25,3.88,12.46,118.76,85,2.07,0.2,1.91,1.44,5.61,15.16,127,1.48,0.12,3.58,1.74,6.91,18.37,414,8.57,0.24,2.38,4.42,15.61,26.52,564,6.02,0.19,3.58,4.0,13.78,40.93
disparities-comparison,generate_dataset_older_adults_s1_sensitive_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,86,False,0,11.79,0,7.14,0,2.45,0,20.85,0,25.48,7,0.82,0.16,3.1,1.47,2.45,2.85,32.87,193.62,56.88,41.08,155.4,16.3,-76.83,432,2.18,0.22,2.38,2.05,6.84,63.2,574,1.6,0.35,3.81,2.17,7.92,72.45,438,2.2,0.16,1.67,1.93,5.96,73.47,1466,2.76,0.67,3.1,3.97,10.49,139.71,109,2.07,0.17,1.91,1.57,5.72,19.05,133,1.41,0.27,2.62,1.55,5.85,22.72,436,8.25,0.27,1.91,5.42,15.85,27.5,564,6.56,0.33,2.15,4.42,13.45,41.94
disparities-comparison,generate_dataset_infants_subgroup_s3_specific_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,127,False,0,13.22,0,9.39,0,3.47,0,26.05,0,29.43,0,1.19,0.3,4.05,1.99,3.47,0.0,1.23,,55.8,49.62,131.71,18.06,-9.76,162,3.27,0.25,2.15,2.42,8.08,20.04,164,2.19,0.15,3.58,2.29,8.2,20.0,159,3.14,0.24,1.67,2.07,7.12,22.32,380,3.65,0.47,2.62,3.5,10.23,37.13,140,3.06,0.23,1.43,1.9,6.62,21.14,148,2.03,0.13,2.38,1.88,6.43,23.03,147,11.69,0.4,2.15,4.05,18.29,8.04,175,8.38,0.47,3.34,4.09,16.27,10.75
disparities-comparison,generate_flow_chart_data_children_and_adolescents_s6.log,analysis/dataset_definition_flow_chart.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_flow_chart.py,dataset,10000,Em Prestige,False,39,False,0,4.64,0,6.29,0,0.62,0,10.74,0,22.96,638,0.23,0.02,3.81,0.38,0.62,1021.59,-0.68,136.2,48.87,56.91,0.03,18.67,-0.12,3362,1.22,0.08,4.53,1.64,7.47,450.13,3339,0.82,0.02,3.58,1.12,5.53,603.31,3377,1.14,0.07,1.91,1.55,4.66,724.31,3340,0.8,0.02,2.86,1.06,4.73,705.53,3348,1.13,0.06,2.15,2.74,6.07,551.13,3335,0.78,0.02,2.15,1.54,4.49,742.85,3364,6.14,0.07,2.15,6.25,14.61,230.28,3331,5.34,0.03,2.38,5.08,12.84,259.35
disparities-comparison,generate_flow_chart_data_adults_s5.log,analysis/dataset_definition_flow_chart.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_flow_chart.py,dataset,10000,Em Prestige,False,39,False,0,4.41,0,5.9,0,0.71,0,10.02,0,21.55,1193,0.23,0.02,3.34,0.46,0.71,1689.4,0.22,78.39,58.36,58.15,0.07,0.23,0.0,2731,1.2,0.06,2.86,1.48,5.6,487.32,2737,0.85,0.02,3.1,1.01,4.97,550.68,2726,1.14,0.06,1.91,1.42,4.53,601.6,2739,0.8,0.02,2.86,0.94,4.63,591.79,2738,1.1,0.06,1.91,2.53,5.59,489.71,2737,0.78,0.02,2.38,1.4,4.59,596.84,2701,6.22,0.07,1.19,5.98,13.46,200.71,2692,5.14,0.03,2.62,4.08,11.88,226.65
disparities-comparison,generate_flow_chart_data_older_adults_s4.log,analysis/dataset_definition_flow_chart.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_flow_chart.py,dataset,10000,Em Prestige,False,39,False,0,4.22,0,5.66,0,0.61,0,9.83,0,20.83,343,0.22,0.02,3.58,0.37,0.61,560.14,-1.58,152.28,62.68,61.85,0.08,-4.0,-0.24,2532,1.14,0.07,2.62,1.46,5.29,478.63,2492,0.79,0.02,2.62,0.91,4.35,573.01,2533,1.09,0.05,1.43,1.34,3.91,647.32,2494,0.8,0.02,2.62,0.89,4.33,575.86,2545,1.12,0.06,1.91,2.42,5.5,462.57,2486,0.78,0.02,2.62,1.25,4.67,532.01,2499,6.28,0.07,2.38,5.43,14.17,176.3,2484,5.07,0.03,2.38,3.92,11.4,217.88
disparities-comparison,generate_dataset_older_adults_s7_sensitive_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,86,False,0,11.38,0,6.85,0,2.46,0,19.92,0,24.4,27,0.82,0.16,5.01,1.48,2.46,10.96,31.0,152.42,54.55,32.88,297.71,23.05,-75.95,200,2.3,0.27,2.62,1.99,7.18,27.87,262,1.55,0.37,5.01,1.87,8.81,29.74,210,2.13,0.19,3.34,1.74,7.4,28.4,1042,2.72,0.64,4.29,3.86,11.51,90.56,45,2.05,0.18,1.91,1.38,5.52,8.15,63,1.41,0.25,2.62,1.46,5.75,10.96,191,8.22,0.23,2.86,4.48,15.79,12.09,261,6.52,0.34,1.91,4.36,13.12,19.89
disparities-comparison,generate_dataset_infants_subgroup_s8_specific_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,127,False,0,13.54,0,9.44,0,3.7,0,26.86,0,28.08,1,1.22,0.33,2.62,2.15,3.7,0.27,17.33,198.03,42.59,49.07,74.68,18.89,-8.86,202,3.6,0.32,3.58,2.41,9.91,20.39,237,2.46,0.15,3.1,2.3,8.01,29.58,190,3.13,0.23,2.15,2.12,7.63,24.9,414,3.53,0.56,3.58,3.81,11.49,36.04,184,2.96,0.21,2.86,2.0,8.03,22.9,216,1.99,0.14,4.05,1.99,8.17,26.44,190,11.07,0.43,1.67,4.09,17.26,11.01,235,7.67,0.41,3.58,4.07,15.73,14.94
disparities-comparison,generate_flow_chart_data_children_and_adolescents_s8.log,analysis/dataset_definition_flow_chart.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_flow_chart.py,dataset,10000,Em Prestige,False,39,False,0,4.55,0,5.98,0,0.65,0,10.13,0,23.86,589,0.23,0.02,2.38,0.4,0.65,913.02,0.53,135.19,69.64,74.95,0.0,-0.83,-0.03,3046,1.18,0.06,2.38,1.48,5.1,596.77,3062,0.8,0.02,1.67,1.06,3.54,863.79,3052,1.14,0.06,1.67,1.55,4.41,692.57,3062,0.8,0.02,3.58,0.97,5.37,569.98,3047,1.11,0.05,1.43,2.55,5.15,592.03,3061,0.78,0.02,2.15,1.44,4.39,697.11,3059,6.27,0.08,3.81,6.65,16.81,181.92,3012,5.65,0.03,3.34,5.14,14.15,212.82
disparities-comparison,generate_flow_chart_data_infants_s2.log,analysis/dataset_definition_flow_chart.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_flow_chart.py,dataset,10000,Em Prestige,False,38,False,0,5.84,0,7.27,0,0.61,0,13.77,0,28.85,122,0.23,0.02,3.1,0.36,0.61,199.27,0.67,190.1,69.84,68.97,0.1,-23.82,0.02,4808,1.49,0.03,2.15,2.03,5.7,843.69,4840,0.95,0.02,2.15,1.59,4.71,1028.08,4800,1.41,0.02,1.67,1.91,5.01,957.78,4845,0.88,0.02,4.29,1.57,6.76,716.27,4814,1.36,0.03,2.62,3.05,7.06,682.25,4841,0.9,0.02,2.86,1.89,5.68,852.22,4815,7.72,0.04,2.86,8.27,18.89,254.86,4824,5.86,0.15,2.38,6.78,15.17,317.94
disparities-comparison,generate_flow_chart_data_infants_s5.log,analysis/dataset_definition_flow_chart.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_flow_chart.py,dataset,10000,Em Prestige,False,38,False,0,5.64,0,7.09,0,0.59,0,13.48,0,28.29,111,0.23,0.02,4.05,0.33,0.59,187.29,0.21,190.89,68.14,61.75,0.02,-31.46,-0.15,4762,1.45,0.02,2.38,2.02,5.87,811.26,4772,0.94,0.02,3.34,1.65,5.95,802.15,4755,1.43,0.02,2.86,1.84,6.15,772.64,4773,0.85,0.02,3.58,1.45,5.9,808.67,4757,1.33,0.02,3.34,3.02,7.72,616.47,4765,0.86,0.02,3.58,1.8,6.26,760.94,4745,7.3,0.04,3.1,7.98,18.42,257.58,4724,6.21,0.12,2.62,6.6,15.55,303.74
disparities-comparison,generate_flow_chart_data_older_adults_s3.log,analysis/dataset_definition_flow_chart.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_flow_chart.py,dataset,10000,Em Prestige,False,39,False,0,4.33,0,5.67,0,0.59,0,9.81,0,20.34,349,0.22,0.02,2.86,0.34,0.59,595.76,-1.84,151.96,53.62,65.43,0.16,1.52,0.0,2557,1.19,0.08,3.34,1.48,6.08,420.74,2510,0.8,0.02,2.15,0.92,3.89,644.56,2556,1.13,0.07,1.91,1.38,4.49,569.44,2514,0.81,0.02,2.86,0.89,4.58,549.31,2568,1.09,0.06,2.38,2.46,5.98,429.08,2510,0.75,0.02,3.1,1.28,5.15,487.27,2520,5.96,0.08,1.67,5.4,13.1,192.33,2507,4.97,0.03,2.38,3.88,11.26,222.58
disparities-comparison,generate_dataset_infants_subgroup_s5_specific_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,127,False,0,13.42,0,9.53,0,3.54,0,26.08,0,28.62,0,1.2,0.33,3.58,2.01,3.54,0.0,4.12,,46.8,25.46,142.37,29.09,-2.82,170,3.42,0.22,3.34,2.29,9.28,18.33,177,2.25,0.15,5.96,2.39,10.74,16.47,166,3.15,0.23,3.58,2.03,8.99,18.47,429,3.71,0.5,4.53,3.64,12.39,34.63,159,2.94,0.22,1.43,1.99,6.58,24.17,172,2.04,0.15,4.05,2.04,8.29,20.74,158,11.49,0.39,1.67,3.89,17.44,9.06,187,8.09,0.45,1.91,3.96,14.42,12.97
disparities-comparison,generate_flow_chart_data_infants_subgroup_s2.log,analysis/dataset_definition_flow_chart.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_flow_chart.py,dataset,10000,Em Prestige,False,42,False,0,5.57,0,6.87,0,0.63,0,12.48,0,24.06,61,0.28,0.02,2.86,0.33,0.63,96.76,1.17,190.08,63.3,60.58,0.12,-29.09,0.33,2398,1.88,0.03,2.15,1.54,5.6,428.4,2426,1.07,0.14,2.15,1.17,4.53,535.69,2401,1.78,0.03,1.43,1.53,4.77,503.57,2429,1.1,0.11,2.38,1.0,4.6,527.93,2402,1.74,0.03,2.86,2.6,7.23,332.43,2434,1.01,0.02,3.34,1.45,5.82,417.96,2414,8.06,0.04,1.67,5.48,15.25,158.29,2424,6.27,0.05,1.05,4.12,11.49,211.0
disparities-comparison,generate_dataset_adults_s1_specific_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,86,False,0,11.63,0,7.28,0,2.47,0,23.88,0,28.77,5,0.76,0.21,4.53,1.5,2.47,2.02,27.91,197.11,41.33,49.38,83.52,39.6,-70.34,688,2.85,0.27,4.05,2.81,9.97,68.98,880,2.0,0.4,3.81,2.37,8.57,102.64,706,2.1,0.2,3.1,1.79,7.2,98.12,1615,2.91,0.72,5.01,3.81,12.44,129.79,212,2.1,0.16,2.15,1.61,6.02,35.19,261,1.46,0.25,2.86,1.6,6.16,42.37,623,9.76,0.26,1.91,5.07,17.0,36.65,787,7.63,0.46,3.58,5.27,16.94,46.46
